listing_age,host_age,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,listing_age.1,mean_PriceRange_0.5,restaurants_cnt_0.5,mean_review_cnt_0.5,mean_starts_avg_0.5,mean_PriceRange_1,restaurants_cnt_1,mean_review_cnt_1,mean_starts_avg_1,mean_PriceRange_1.5,restaurants_cnt_1.5,mean_review_cnt_1.5,mean_starts_avg_1.5,mean_PriceRange_2,restaurants_cnt_2,mean_review_cnt_2,mean_starts_avg_2,mean_PriceRange_2.5,restaurants_cnt_2.5,mean_review_cnt_2.5,mean_starts_avg_2.5,mean_PriceRange_3,restaurants_cnt_3,mean_review_cnt_3,mean_starts_avg_3
5.876712329,6.367123288,1,100,99,1,5,1,District 19,house,3,1,1,2,151,2,90,277,168,13,4.84,4.91,4.89,4.99,4.96,4.9,4.76,0,5.876712329,1.511961722,209,158.2248804,3.5764895,1.517757009,535,164.517757,3.597035419,1.442231076,1004,160.8645418,3.65786669,1.43637783,1281,159.6393443,3.702739448,1.4199012,1417,155.6478476,3.719638671,1.422517394,1581,150.7147375,3.721585051
5.61369863,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,3,290,1,365,226,48,13,4.9,4.88,4.85,4.91,4.9,4.98,4.85,0,5.61369863,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.747945205,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,4,227,1,365,291,82,13,4.88,4.96,4.9,4.94,4.88,4.99,4.72,0,5.747945205,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.61369863,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,4,283,1,365,308,51,9,4.78,4.86,4.98,4.84,4.82,4.94,4.73,0,5.61369863,1.377717391,368,167.2201087,3.665598098,1.395348837,688,174.5101744,3.753671646,1.421336207,928,173.4278017,3.739125067,1.398026316,1216,160.7771382,3.774397337,1.396951624,1509,151.7223327,3.743294791,1.390783962,1671,151.5858767,3.749973528
5.742465753,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,5,310,1,365,308,72,17,4.94,4.92,4.93,4.89,4.99,4.99,4.76,0,5.742465753,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.715068493,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,3,377,1,365,285,53,17,4.77,4.85,4.94,4.94,4.77,4.96,4.68,0,5.715068493,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.605479452,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,3,316,1,365,291,35,9,4.77,4.91,4.77,4.85,4.76,5,4.61,0,5.605479452,1.376021798,367,166.9782016,3.665879019,1.393586006,686,172.4985423,3.753023864,1.421336207,928,173.4278017,3.739125067,1.400659522,1213,161.1055235,3.774388363,1.394562334,1508,151.4330239,3.742533224,1.391017964,1670,151.6730539,3.749324809
5.676712329,5.934246575,1,100,98,1,5,1,District 19,house,2,1,1,1,276,1,365,294,50,15,4.84,4.94,4.82,4.92,4.92,5,4.78,0,5.676712329,1.379403794,369,167.598916,3.665906681,1.395245171,673,175.4264487,3.749923224,1.425,920,174.1402174,3.745201256,1.398178808,1208,161.5198675,3.777690225,1.394039735,1510,151.7390728,3.744161614,1.390653086,1669,151.5715998,3.749680252
5.835616438,5.934246575,1,100,98,1,5,1,District 19,house,2,1,1,2,144,1,365,336,69,10,4.86,4.88,4.94,4.91,4.87,5,4.54,0,5.835616438,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.78630137,5.934246575,1,100,98,1,5,1,District 19,house,2,1,1,1,153,1,365,325,39,8,4.72,4.9,4.77,4.87,4.9,4.95,4.59,0,5.78630137,1.378947368,380,166.9894737,3.66509505,1.388732394,710,169.6323944,3.737240451,1.430719656,931,172.2857143,3.733774081,1.39624183,1224,155.7156863,3.766247083,1.401590457,1509,151.7329357,3.740289472,1.393091126,1679,151.7599762,3.749147519
5.202739726,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,4,273,1,365,312,54,23,4.76,4.91,4.85,4.87,4.91,4.98,4.77,0,5.202739726,1.373096447,394,164.3680203,3.67235004,1.393982808,698,170.4770774,3.72595661,1.43418259,942,172.4883227,3.728994658,1.395253682,1222,155.8158756,3.764519158,1.402768622,1517,151.154911,3.739755075,1.397014925,1675,152.4304478,3.747632644
5.775342466,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,3,308,1,365,263,63,15,4.81,4.87,4.84,4.9,4.81,4.98,4.65,0,5.775342466,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.78630137,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,5,281,1,365,307,66,21,4.86,4.83,4.91,4.89,4.88,4.97,4.73,0,5.78630137,1.376623377,385,170.9402597,3.670212922,1.388478582,677,171.9128508,3.737394439,1.422413793,928,174.419181,3.739292087,1.396226415,1219,157.8482363,3.771571149,1.398679868,1515,151.3643564,3.740808829,1.39143367,1681,151.5984533,3.748744247
5.652054795,5.934246575,1,100,98,1,5,1,District 19,house,6,2,2,3,303,1,365,311,43,7,4.86,4.95,4.84,4.86,4.86,5,4.81,0,5.652054795,1.397877984,377,168.1299735,3.66205022,1.387608069,694,171.7579251,3.744536614,1.423491379,928,173.8911638,3.739426271,1.397215397,1221,157.8296478,3.772875452,1.397622193,1514,151.494716,3.742484217,1.391071429,1680,151.6595238,3.748266697
5.591780822,5.934246575,1,100,98,1,5,1,District 19,house,2,1.5,1,3,327,1,365,244,62,6,4.89,4.92,4.89,4.92,4.92,5,4.64,0,5.591780822,1.377604167,384,171.3619792,3.671379565,1.388971684,671,172.8450075,3.740328208,1.420430108,930,174.3494624,3.739223301,1.395559211,1216,158.0904605,3.772176935,1.397359736,1515,151.3663366,3.741089655,1.39143367,1681,151.5984533,3.748744247
5.687671233,5.934246575,1,100,98,1,5,1,District 19,house,2,1,1,1,169,1,365,266,36,2,4.81,5,5,4.83,4.78,4.94,4.61,0,5.687671233,1.384408602,372,167.2311828,3.664431778,1.399129173,689,173.5428157,3.754130151,1.420711974,927,173.9805825,3.739510895,1.398034398,1221,160.2882883,3.772406942,1.396951624,1509,151.7223327,3.743294791,1.391512253,1673,151.41841,3.749340963
4.55890411,5.887671233,1,100,90,1,1,1,District 13,house,10,3,3,4,313,3,1125,334,15,7,4.71,4.86,4.64,4.93,4.86,4.71,4.86,0,4.55890411,0,0,0,0,1.4,5,116.8,3.36483089,1.0625,32,46.125,3.456913113,1.197368421,76,40.90789474,3.338709888,1.243119266,218,49.22477064,3.33988251,1.206666667,300,49.02,3.46797423
5.84109589,6.550684932,1,100,93,1,2,1,District 15,house,3,1,1,2,107,3,21,205,130,16,4.95,4.95,5,4.99,4.98,4.93,4.93,1,5.84109589,1,1,69,3.15942029,1.554054054,74,145.2972973,3.199145026,1.585106383,94,125.0106383,3.203917775,1.577319588,97,123.5360825,3.222663815,1.512,125,116.088,3.415566126,1.430463576,151,104.5960265,3.439082061
5.556164384,5.994520548,1,100,100,1,1,1,District 30,private room,4,1,1,2,105,1,1125,11,285,51,4.92,4.94,4.94,4.97,4.99,4.86,4.9,1,5.556164384,0,1,6,3.666666667,1,4,9,3.352777778,1.044444444,45,42.28888889,3.90552958,1.175,120,46.09166667,3.394959274,1.201219512,164,42.01829268,3.410544318,1.217391304,230,47.77391304,3.454429574
5.808219178,7.594520548,1,100,96,1,21,1,District 18,house,5,1,3,3,295,2,13,205,112,17,4.96,4.94,4.99,4.96,4.99,4.99,4.81,0,5.808219178,1.62,50,268.78,3.934382043,1.603351955,179,182.4413408,3.673112028,1.513944223,251,157.501992,3.669781349,1.516455696,790,147.556962,3.636201538,1.485687023,1048,142.1593511,3.641744017,1.447138047,1485,147.2154882,3.666048761
5.536986301,5.873972603,1,100,100,1,1,1,District 5,house,12,4,4,12,381,2,15,306,115,19,4.92,4.9,4.82,4.99,5,4.43,4.83,1,5.536986301,1,2,56.5,4.213106796,1.178571429,28,46.82142857,3.791280555,1.198717949,156,97.06410256,3.724653296,1.252124646,353,118.7223796,3.887983925,1.288844622,502,123.440239,3.839872908,1.308051342,857,132.8856476,3.776277047
5.704109589,7.495890411,1,100,100,1,1,1,District 7,house,2,1,1,1,79,1,1125,12,287,44,4.93,4.98,4.91,4.98,4.98,4.89,4.96,1,5.704109589,1.357142857,28,85.60714286,3.733241048,1.23880597,67,70.86567164,3.753223323,1.245098039,102,62.43137255,3.6924557,1.311965812,234,106.1495726,3.591554399,1.333333333,324,117.7623457,3.601033154,1.303609342,471,113.6794055,3.738493202
5.490410959,6.326027397,1,100,99,1,1,1,District 17,house,4,1,1,1,84,1,1125,104,455,84,4.96,4.97,4.98,4.98,4.98,4.99,4.93,1,5.490410959,1.619047619,42,274.952381,3.99189012,1.552238806,134,170.5298507,3.642096051,1.522900763,262,163.5152672,3.692684547,1.534109817,601,153.0831947,3.657345546,1.494623656,1023,143.5884653,3.643394758,1.450136612,1464,148.3374317,3.664795324
5.002739726,7.747945205,24,100,100,1,1,1,District 18,house,2,1,1,1,125,30,1125,291,14,2,5,5,4.92,5,5,5,4.69,1,5.002739726,1.577319588,97,149.8350515,3.520825288,1.5625,272,126.8345588,3.551135758,1.528650647,541,149.9334566,3.59814177,1.52327044,795,157.6779874,3.640597985,1.45800988,1417,151.3570924,3.681712511,1.442435202,1659,144.7492465,3.691161402
5.747945205,9.616438356,3,100,85,1,2,1,District 6,private room,4,1,1,2,44,1,1125,28,466,86,4.92,4.97,4.94,4.98,4.98,4.94,4.95,0,5.747945205,0,0,0,0,1.541666667,48,100.375,3.127310755,1.64516129,93,130.5376344,3.328120408,1.425,160,111.41875,3.498616128,1.296819788,283,99.13074205,3.571850615,1.313106796,412,119.4805825,3.696874015
5.169863014,8.767123288,1,100,80,1,1,1,District 25,house,6,1,2,2,149,3,365,347,140,3,4.99,4.99,4.97,4.99,5,4.96,4.96,0,5.169863014,1.5,16,64.75,3.07490363,1.527131783,129,179.5658915,3.702145931,1.477777778,180,158.2277778,3.639620005,1.467700258,387,134.2687339,3.661338491,1.502529511,593,121.93086,3.677879657,1.475092251,1084,139.9409594,3.656399815
5.802739726,7.21369863,1,100,100,1,6,1,District 6,house,6,3,3,3,263,2,1125,123,76,28,4.89,4.95,4.79,4.99,4.93,4.97,4.95,0,5.802739726,1.279279279,111,133.0900901,4.168767362,1.389473684,190,159.1631579,4.062728835,1.282868526,251,151.9083665,4.040485181,1.314527504,709,154.8081805,3.819963129,1.349670123,1061,157.3100848,3.844520509,1.338387869,1253,147.9816441,3.81573555
5.594520548,7.997260274,1,100,99,1,5,1,District 5,house,10,2,3,4,250,1,28,158,161,26,4.98,4.97,4.97,5,5,4.81,4.93,1,5.594520548,1.3125,16,56.125,4.023413269,1.210526316,38,191.5,4.200863792,1.283387622,307,127.3908795,3.948797542,1.321178121,713,134.1556802,3.799439076,1.320162107,987,142.4326241,3.795947028,1.353035144,1252,147.6373802,3.768421189
5.602739726,5.95890411,1,100,100,1,1,1,District 7,private room,2,1,1,1,73,2,1125,198,345,55,4.96,4.96,4.98,4.98,4.99,4.8,4.95,1,5.602739726,0,0,0,0,1.810344828,58,159.8448276,3.328682522,1.431506849,146,106.2465753,3.424663289,1.428571429,189,97.1005291,3.451720891,1.304878049,246,104.2886179,3.578685904,1.360501567,319,118.4952978,3.660318585
5.797260274,6.517808219,1,100,98,1,1,1,District 10,house,4,1,2,2,99,2,31,204,327,62,4.99,4.97,4.98,5,4.99,4.92,4.97,0,5.797260274,0,0,0,0,1,1,37,3.432432432,0.5,2,21,3.016216216,0.666666667,3,16.33333333,3.487001287,0.75,4,14.5,3.754139854,0.6,5,13,3.917597598
5.61369863,5.912328767,1,100,97,1,1,1,District 19,house,4,1,1,2,176,2,1125,125,85,14,4.94,4.93,4.89,4.98,4.99,4.87,4.91,1,5.61369863,1.314285714,105,98.40952381,3.968121174,1.347140039,507,141.4891519,3.749085367,1.387780549,802,166.7643392,3.75735924,1.408777969,1162,163.1953528,3.76134327,1.387380778,1363,152.2641233,3.74890181,1.381222432,1587,148.6622558,3.733657586
5.82739726,7.649315068,1,100,100,0,6,1,District 24,house,6,1,2,5,15,30,365,352,44,4,4.68,4.75,4.57,4.89,4.84,4.93,4.77,1,5.82739726,1.318181818,22,45.86363636,3.585741651,1.362068966,58,60.4137931,3.496291569,1.394736842,76,71.80263158,3.580979061,1.556818182,176,77.32386364,3.582763583,1.458064516,465,84.64301075,3.643172,1.471471471,666,93.08708709,3.614649689
5.632876712,6.550684932,1,100,100,1,2,1,District 5,house,12,2.5,4,7,305,2,1124,285,276,51,4.97,4.98,4.99,5,5,4.67,4.93,1,5.632876712,1.181818182,11,63.36363636,4.113231762,1.339449541,109,151.412844,3.989081725,1.334488735,577,137.187175,3.880783226,1.323399558,906,147.5441501,3.79806885,1.352841391,1179,152.0670059,3.775007696,1.369735903,1401,150.8458244,3.764372936
5.64109589,7.594520548,1,100,96,1,21,1,District 16,house,6,1,2,2,148,2,13,326,166,23,4.9,4.95,4.92,4.96,4.95,4.81,4.89,0,5.64109589,0.862068966,29,46.86206897,3.863212239,1.087719298,57,65.54385965,3.869794893,1.157480315,127,85.31496063,3.774493793,1.209923664,262,83.72900763,3.771884207,1.250712251,351,100.8717949,3.784143488,1.328743546,581,136.0929432,3.772029452
5.769863014,10.44109589,1,100,96,0,14,1,District 12,private room,1,2,4,1,35,31,365,180,8,1,4.63,4.75,4.88,5,4.88,4.38,4.75,0,5.769863014,2,1,13,4,2,1,13,4,1.5,2,17,3.095238095,1.5,2,17,3.095238095,1.0625,16,41.5625,3.226737762,1.111111111,27,49.2962963,3.35651716
5.632876712,5.830136986,1,100,100,1,3,1,District 5,house,12,2.5,4,6,382,2,30,193,142,31,4.95,4.95,4.9,4.96,4.96,4.82,4.85,1,5.632876712,1.285714286,7,68.28571429,4.1490152,1.364238411,151,138.0596026,3.988592993,1.291666667,312,128.5480769,3.97420423,1.33836478,795,148.0679245,3.811209816,1.327433628,1017,145.813176,3.792105812,1.355378486,1255,148.3171315,3.771872729
5.665753425,5.961643836,24,100,85,0,1,1,District 15,private room,6,1.5,1,3,86,2,1125,93,137,5,4.7,4.73,4.85,4.9,4.92,4.79,4.78,0,5.665753425,0,0,0,0,1.111111111,36,65.30555556,3.618553641,1.254237288,59,89.23728814,3.578181277,1.371681416,113,88.84955752,3.397185457,1.446428571,168,105.4166667,3.279949935,1.394736842,228,97.31140351,3.350381582
5.649315068,11.01369863,3,91,93,0,17,1,District 6,house,12,3.5,4,4,392,2,30,298,47,8,4.74,4.87,4.94,4.8,4.64,4.78,4.83,0,5.649315068,1.109090909,55,160.7818182,3.956805982,1.261904762,210,142.1952381,4.032795457,1.281588448,277,136.0758123,3.971865693,1.284023669,338,126.6775148,3.949070461,1.29787234,423,124.9101655,3.885098766,1.322613065,995,139.0944724,3.794299264
5.632876712,10.06575342,1,100,98,1,15,1,District 5,house,4,1,1,2,102,1,1125,103,550,87,4.95,4.96,4.95,4.96,4.98,4.76,4.85,1,5.632876712,1.3,10,68.1,4.049554938,1.4,90,159.9111111,3.969449409,1.323383085,402,130.1616915,3.976661437,1.328654971,855,149.4900585,3.788676707,1.350987433,1114,155.6131059,3.793536975,1.367286245,1345,153.0743494,3.768211517
5.476712329,6.98630137,1,100,94,1,9,1,District 5,house,12,3.5,4,10,396,2,1125,270,82,17,4.91,4.94,4.88,4.93,4.96,4.65,4.89,1,5.476712329,1.2,15,57.4,4.193434073,1.139534884,43,47.34883721,3.708383913,1.223776224,143,103.965035,3.753143585,1.282191781,365,128.1643836,3.884995537,1.274570983,641,116.1372855,3.818204139,1.3081571,993,137.7170191,3.778161002
5.61369863,6.684931507,3,96,96,1,2,1,District 3,house,10,2,3,4,268,2,1125,204,209,43,4.96,4.98,4.89,5,4.99,4.97,4.91,0,5.61369863,0,0,0,0,0,0,0,0,2,3,59.66666667,3.4451357,2,3,59.66666667,3.4451357,2,3,59.66666667,3.4451357,1.777777778,9,40.33333333,3.61606585
5.775342466,8.380821918,1,100,100,0,16,1,District 21,house,4,1,1,2,71,1,30,352,566,124,4.49,4.66,4.47,4.89,4.8,4.8,4.56,1,5.775342466,1.539267016,191,147.7853403,3.449953023,1.495283019,424,138.6509434,3.550535923,1.510077519,645,156.4527132,3.611523568,1.431648716,1207,157.2477216,3.680048769,1.421686747,1411,156.9355067,3.737335631,1.413383365,1599,148.5590994,3.720445617
5.624657534,7.153424658,1,100,100,1,14,1,District 21,house,12,4,4,6,629,2,1124,290,33,4,5,4.97,4.97,5,5,4.91,4.85,1,5.624657534,1.561320755,212,144.6367925,3.46214632,1.487356322,435,139.9885057,3.565368658,1.466124661,738,149.5569106,3.627578073,1.434022258,1258,156.6295707,3.696271307,1.421985816,1410,157.0524823,3.73356308,1.413001912,1569,150.2256214,3.724085394
5.704109589,7.575342466,1,100,84,1,3,1,District 19,house,6,1,2,4,170,1,1125,159,284,63,4.8,4.87,4.82,4.93,4.9,4.79,4.79,0,5.704109589,1.403225806,62,132.3709677,3.969013938,1.353211009,436,141.1926606,3.746870891,1.372928177,724,158.3535912,3.755498894,1.3885918,1122,164.1907308,3.772064693,1.382615156,1346,153.153789,3.753664487,1.381957774,1563,148.7831094,3.738059823
5.747945205,7.126027397,1,100,99,0,4,1,District 8,house,10,3.5,3,5,564,2,1125,358,133,17,4.68,4.8,4.65,4.95,4.81,4.55,4.66,1,5.747945205,1.16,25,35.4,3.588673879,1.229508197,61,68.50819672,3.812961689,1.235294118,85,65.2,3.673619225,1.184210526,152,71.09210526,3.631507388,1.31147541,305,106.9311475,3.546950073,1.301886792,424,114.2193396,3.66519239
5.608219178,5.794520548,1,100,97,1,1,1,District 15,house,4,1.5,2,3,101,2,16,262,121,18,4.91,4.95,4.91,4.97,4.98,4.82,4.86,0,5.608219178,1.704545455,44,180.1590909,3.054968008,1.576086957,92,123.7065217,3.207735106,1.589473684,95,123.7578947,3.21580636,1.572916667,96,122.6041667,3.223173762,1.467625899,139,110.5107914,3.404988384,1.373913043,230,92.28695652,3.469688181
5.515068493,7.153424658,1,100,100,1,14,1,District 21,house,12,4,4,6,500,2,1125,306,60,9,4.98,5,4.98,5,5,5,4.94,1,5.515068493,1.559241706,211,145.4123223,3.462857455,1.487356322,435,139.5218391,3.563882899,1.46361186,742,149.0781671,3.629001861,1.43481717,1258,156.8108108,3.695561656,1.421985816,1410,157.0524823,3.73356308,1.413265306,1568,150.2755102,3.72452061
5.583561644,7.126027397,1,100,99,0,4,1,District 7,house,10,3.5,3,5,621,2,60,356,144,30,4.74,4.79,4.72,4.87,4.82,4.58,4.64,1,5.583561644,1.16,25,35.4,3.588673879,1.229508197,61,68.50819672,3.812961689,1.235294118,85,65.2,3.673619225,1.217948718,156,72.3974359,3.634153343,1.311688312,308,108.3246753,3.553990515,1.301886792,424,113.4481132,3.667181504
5.536986301,7.153424658,1,100,100,1,14,1,District 21,house,12,4,4,6,500,2,1124,298,28,3,5,5,5,5,5,4.96,4.96,1,5.536986301,1.54368932,206,140.8980583,3.43789212,1.494252874,435,139.5494253,3.553088649,1.496318115,679,151.9263623,3.61551962,1.430533118,1238,156.4426494,3.689876739,1.42097803,1411,156.6676116,3.736682037,1.412136536,1582,149.4228824,3.72179881
5.402739726,7.153424658,1,100,100,1,14,1,District 21,house,12,3.5,4,6,571,2,1125,282,19,2,5,4.95,5,5,5,4.89,4.89,1,5.402739726,1.54368932,206,140.8980583,3.43789212,1.494252874,435,139.5494253,3.553088649,1.496318115,679,151.9263623,3.61551962,1.431799839,1239,156.6642454,3.690280596,1.42097803,1411,156.6676116,3.736682037,1.412136536,1582,149.4228824,3.72179881
4.690410959,7.153424658,1,100,100,1,14,1,District 21,house,12,4,4,6,500,2,1125,290,34,2,5,4.97,5,5,5,4.85,4.85,1,4.690410959,1.561576355,203,144.5024631,3.441222527,1.487471526,439,142.881549,3.562157855,1.509090909,660,154.4363636,3.609927696,1.435064935,1232,157.6209416,3.686364434,1.422535211,1420,156.7507042,3.733275674,1.412797992,1594,149.1543287,3.719570189
5.153424658,7.153424658,1,100,100,1,14,1,District 21,house,12,4,4,7,500,2,1125,308,26,1,4.96,5,4.96,5,5,4.96,4.88,1,5.153424658,1.546341463,205,142.1609756,3.437816207,1.491803279,427,137.2857143,3.548371573,1.484892086,695,149.6863309,3.616437685,1.430522088,1245,156.0827309,3.690859885,1.42097803,1411,156.6676116,3.736682037,1.411913815,1578,149.5887199,3.72239284
5.704109589,6.153424658,1,100,96,1,3,1,District 15,house,10,1.5,3,6,179,2,1125,314,118,24,4.74,4.82,4.64,4.91,4.81,4.78,4.75,0,5.704109589,0,0,0,0,1.454545455,33,90.15151515,3.171216712,1.690140845,71,127.0704225,3.122637664,1.571428571,98,118.5408163,3.231812635,1.461538462,156,108.5448718,3.337706691,1.46031746,189,108.2804233,3.435265606
5.671232877,5.783561644,3,100,97,1,2,1,District 6,house,10,3,4,4,340,2,1125,225,228,45,5,4.99,4.89,5,5,4.98,4.96,0,5.671232877,1.289473684,114,133.7894737,4.157305073,1.391304348,184,151.0434783,4.041187626,1.271317829,258,149.2635659,4.047418713,1.312252964,759,152.4914361,3.826868802,1.349030471,1083,157.1108033,3.840106402,1.350769231,1300,151.6107692,3.799823764
3.684931507,5.783561644,3,100,97,1,2,1,District 6,private room,2,1,1,1,79,1,1125,202,83,47,5,4.99,4.99,4.99,5,4.96,4.98,0,3.684931507,1.289473684,114,133.7894737,4.157305073,1.391304348,184,151.0434783,4.041187626,1.271317829,258,149.2635659,4.047418713,1.312335958,762,152.167979,3.829561322,1.346224678,1086,156.9198895,3.838640954,1.353031466,1303,152.3752878,3.799313323
1.463013699,5.783561644,1,100,97,1,1,1,District 19,house,4,1,1,2,201,1,365,354,27,22,4.96,5,4.93,4.96,5,4.93,4.81,0,1.463013699,1.663157895,95,252.9052632,3.892173262,1.474383302,527,201.3946869,3.748086042,1.424975799,1033,164.5459826,3.683376222,1.430015552,1286,157.0194401,3.693149693,1.432320442,1448,156.1146409,3.721544322,1.39671932,1646,150.7545565,3.753541461
5.594520548,7.846575342,1,100,100,1,1,1,District 13,house,8,1.5,2,5,178,2,1125,244,162,35,4.81,4.76,4.78,4.76,4.88,4.77,4.79,0,5.594520548,0,1,11,2.090909091,1,2,53,2.787559809,1,2,53,2.787559809,1.294117647,68,59.32352941,2.854853927,1.283018868,106,68.71698113,2.930268223,1.286713287,143,62.76923077,3.091075402
5.717808219,6.367123288,1,100,99,1,5,1,District 18,house,6,1.5,2,4,214,2,90,303,188,28,4.83,4.96,4.87,4.97,4.95,4.99,4.84,0,5.717808219,1.619047619,42,274.952381,3.99189012,1.539007092,141,166.6737589,3.649149221,1.528455285,246,159.0162602,3.664490246,1.537790698,688,145.8212209,3.627139142,1.492156863,1020,143.5637255,3.637444862,1.45473111,1469,148.1504425,3.661897655
5.712328767,6.654794521,1,100,88,1,37,1,District 15,house,8,2,2,4,263,2,14,50,37,2,4.78,4.78,4.84,4.67,4.78,4.81,4.86,0,5.712328767,1,9,69.77777778,3.664930767,1.6,45,137.1555556,3.277157224,1.478632479,117,114.8547009,3.354208161,1.429530201,149,105.9261745,3.446765489,1.414772727,176,97.98863636,3.424237974,1.34375,224,89.26785714,3.532977857
5.712328767,6.654794521,1,100,88,1,37,1,District 15,house,8,2,2,4,263,2,30,70,33,9,4.67,4.85,4.67,4.76,4.79,4.7,4.64,0,5.712328767,1,11,71.45454545,3.768882749,1.586956522,46,135.673913,3.274597725,1.474576271,118,113.7881356,3.368276936,1.429530201,149,105.9261745,3.446765489,1.414772727,176,97.98863636,3.424237974,1.34375,224,89.26785714,3.532977857
5.624657534,6.654794521,1,100,88,1,37,1,District 15,house,8,2,2,4,263,2,14,70,54,9,4.74,4.83,4.79,4.74,4.96,4.87,4.73,0,5.624657534,1.153846154,13,109.9230769,3.771020153,1.586956522,46,135.673913,3.274597725,1.474137931,116,114.387931,3.36133901,1.429530201,149,105.9261745,3.446765489,1.413793103,174,98.90229885,3.421860033,1.339366516,221,88.86425339,3.533148956
5.632876712,6.654794521,1,100,88,1,37,1,District 15,house,8,2,2,4,263,2,14,73,70,5,4.83,4.89,4.84,4.78,4.79,4.84,4.86,0,5.632876712,1.153846154,13,109.9230769,3.771020153,1.622222222,45,138.4,3.260187077,1.466101695,118,113.6864407,3.378893438,1.429530201,149,105.9261745,3.446765489,1.413793103,174,98.90229885,3.421860033,1.339366516,221,88.86425339,3.533148956
5.750684932,6.021917808,1,100,94,1,2,1,District 16,house,4,1,2,2,112,1,1125,198,313,60,4.93,4.95,4.81,4.98,4.95,4.76,4.9,0,5.750684932,0.935483871,31,48.4516129,3.889783901,1.083333333,60,66.2,3.876511023,1.2,115,77.07826087,3.766525908,1.162162162,222,75.25675676,3.719072446,1.188271605,324,76.80864198,3.757379176,1.259593679,443,93.74717833,3.735268923
5.6,7.235616438,1,100,99,1,13,1,District 13,house,10,2,3,5,196,1,365,249,142,18,4.82,4.89,4.87,4.91,4.89,4.7,4.75,1,5.6,1,11,49.09090909,3.234757333,1.090909091,22,55.63636364,3.353905456,1.043478261,23,53.69565217,3.298992571,1.12,25,51.52,3.401160122,1.24,75,69.74666667,3.30235966,1.297709924,131,78.74045802,3.12296425
5.704109589,8.523287671,3,100,99,0,126,1,District 18,house,4,2,1,2,133,2,365,160,241,33,4.85,4.92,4.83,4.96,4.91,4.96,4.84,0,5.704109589,1.634615385,52,263.8076923,3.895827179,1.56281407,199,172.5226131,3.666775667,1.494339623,265,153.954717,3.701138083,1.514501892,793,151.0063052,3.628959085,1.480172414,1160,151.3594828,3.655932727,1.440318302,1508,145.58687,3.672006204
5.520547945,6.701369863,3,99,41,1,653,1,District 15,house,4,1,1,2,145,2,7,52,11,0,4.73,4.82,4.82,4.7,4.91,5,5,0,5.520547945,1.153846154,13,109.9230769,3.771020153,1.622222222,45,138.4,3.260187077,1.478991597,119,112.9831933,3.37311868,1.429530201,149,105.9261745,3.446765489,1.414772727,176,97.98863636,3.424237974,1.34375,224,89.26785714,3.532977857
5.630136986,5.764383562,1,100,47,0,2,1,District 6,house,6,2.5,3,3,466,3,15,340,15,2,5,5,4.87,5,5,4.8,4.67,0,5.630136986,1.5,30,219.3,4.04863241,1.287735849,212,150.6226415,4.087262622,1.281954887,266,138.8007519,3.98674413,1.292682927,328,128.3414634,3.959178873,1.344927536,690,152.2913043,3.827287376,1.323957323,1031,143.2483026,3.83072654
